epoch,tr_loss,tr_dice,tr_iou,va_loss,va_dice,va_iou
1,0.3660968079829082,0.6484742216981975,0.5123037184759052,0.27791801061616894,0.7593664415493733,0.6345036538625631
2,0.2988565520119934,0.7166559640159966,0.5919204882299754,0.26550287759604574,0.7729279911067305,0.6535797288917861
3,0.2822457672167225,0.7388315505098237,0.618524481891512,0.25106166457595613,0.7829839299205973,0.6669185165764571
4,0.26971314135803226,0.7549951954655519,0.6375309842022467,0.24414148425855556,0.7920217180744606,0.6779385179239494
5,0.2653763618956761,0.7539491828305693,0.63813403836006,0.24160647333837024,0.7943280159759254,0.6821924345124335
